B,H0+H34+H35
B701110,H0
B701111,H0
B701112,H0
B701113,H0
B701114,H0
B701115,H0
B701116,H0
B701117,H0
B701118,H0
B701119,H0
B702110,H0
B702111,H0
B702112,H0
B702113,H0
B702114,H0
B702115,H0
B702116,H0
B702117,H0
B702118,H0
B702119,H0
B703110,H0
B703111,H0
B703112,H0
B703113,H0
B703114,H0
B703115,H0
B703116,H0
B703117,H0
B703118,H0
B703119,H0
B704110,H0
B704111,H0
B704112,H0
B704113,H0
B704114,H0
B704115,H0
B704116,H0
B704117,H0
B704118,H0
B704119,H0
B705110,H0
B705111,H0
B705112,H0
B705113,H0
B705114,H0
B705115,H0
B705116,H0
B705117,H0
B705118,H0
B705119,H0
B706110,H0
B706111,H0
B706112,H0
B706113,H0
B706114,H0
B706115,H0
B706116,H0
B706117,H0
B706118,H0
B706119,H0
B707110,H0
B707111,H0
B707112,H0
B707113,H0
B707114,H0
B707115,H0
B707116,H0
B707117,H0+H35
B707118,H0+H35
B707119,H0+H35
B708110,H0
B708111,H0
B708112,H0
B708113,H0
B708114,H0
B708115,H0
B708116,H0
B708117,H0+H35
B708118,H0+H35
B708119,H0+H35
B709110,H0
B709111,H0
B709112,H0
B709113,H0
B709114,H0
B709115,H0+H35
B709116,H0+H35
B709117,H0+H35
B709118,H35
B709119,H35
B7110,H0+H35
B710100,H35
B710101,H35
B710102,H35
B710103,H35
B710104,H35
B710105,H35
B710106,H35
B710107,H35
B710108,H0+H35
B710109,H0+H35
B711100,H35
B711101,H35
B711102,H35
B711103,H35
B711104,H35
B711105,H35
B711106,H35
B711107,H35
B711108,H0+H35
B711109,H0+H35
B712100,H35
B712101,H35
B712102,H35
B712103,H35
B712104,H35
B712105,H35
B712106,H35
B712107,H35
B712108,H0+H35
B712109,H0
B713100,H35
B713101,H35
B713102,H35
B713103,H35
B713104,H35
B713105,H35
B713106,H35
B713107,H35
B713108,H0+H35
B713109,H0
B714100,H0+H35
B714101,H35
B714102,H35
B714103,H35
B714104,H35
B714105,H35
B714106,H35
B714107,H35
B714108,H0+H35
B714109,H0
B715100,H0+H35
B715101,H35
B715102,H35
B715103,H35
B715104,H35
B715105,H35
B715106,H35
B715107,H35
B715108,H0+H35
B715109,H0
B716100,H0+H35
B716101,H35
B716102,H35
B716103,H35
B716104,H35
B716105,H35
B716106,H35
B716107,H35
B716108,H0+H35
B716109,H0
B717100,H0+H35
B717101,H35
B717102,H35
B717103,H35
B717104,H35
B717105,H35
B717106,H35
B717107,H0+H35
B717108,H0+H35
B717109,H0
B718100,H0+H35
B718101,H0+H35
B718102,H35
B718103,H35
B718104,H35
B718105,H35
B718106,H35
B718107,H35
B718108,H0+H35
B718109,H0+H35
B719100,H0+H35
B719101,H0+H35
B719102,H0+H35
B719103,H35
B719104,H35
B719105,H35
B719106,H35
B719107,H35
B719108,H35
B719109,H0+H35
B7111,H0+H35
B710110,H0
B710111,H0
B710112,H0
B710113,H0
B710114,H0
B710115,H0+H35
B710116,H35
B710117,H0+H35
B710118,H0+H35
B710119,H35
B711110,H0
B711111,H0
B711112,H0
B711113,H0
B711114,H0+H35
B711115,H0+H35
B711116,H35
B711117,H35
B711118,H35
B711119,H35
B712110,H0
B712111,H0
B712112,H0
B712113,H0
B712114,H0+H35
B712115,H35
B712116,H35
B712117,H35
B712118,H35
B712119,H35
B713110,H0
B713111,H0
B713112,H0
B713113,H0
B713114,H0+H35
B713115,H35
B713116,H35
B713117,H35
B713118,H35
B713119,H35
B714110,H0
B714111,H0
B714112,H0+H35
B714113,H0+H35
B714114,H0+H35
B714115,H35
B714116,H35
B714117,H35
B714118,H35
B714119,H35
B715110,H0
B715111,H0
B715112,H0+H35
B715113,H0+H35
B715114,H35
B715115,H35
B715116,H35
B715117,H35
B715118,H35
B715119,H35
B716110,H0
B716111,H0
B716112,H0
B716113,H0+H35
B716114,H35
B716115,H35
B716116,H35
B716117,H35
B716118,H35
B716119,H35
B717110,H0
B717111,H0
B717112,H0
B717113,H0+H35
B717114,H35
B717115,H35
B717116,H35
B717117,H35
B717118,H35
B717119,H35
B718110,H0
B718111,H0
B718112,H0
B718113,H0+H35
B718114,H0+H35
B718115,H35
B718116,H35
B718117,H35
B718118,H35
B718119,H35
B719110,H0
B719111,H0
B719112,H0
B719113,H0
B719114,H0+H35
B719115,H35
B719116,H35
B719117,H35
B719118,H35
B719119,H35
B71B,H0+H35
B7012,H0+H35
B700120,H0
B700121,H0
B700122,H0
B700123,H0
B700124,H0
B700125,H0
B700126,H0
B700127,H0
B700128,H0
B700129,H0
B701120,H0
B701121,H0
B701122,H0
B701123,H0
B701124,H0
B701125,H0
B701126,H0
B701127,H0
B701128,H0
B701129,H0
B702120,H0
B702121,H0
B702122,H0
B702123,H0
B702124,H0
B702125,H0
B702126,H0
B702127,H0
B702128,H0
B702129,H0
B703120,H0
B703121,H0
B703122,H0
B703123,H0
B703124,H0
B703125,H0
B703126,H0
B703127,H0
B703128,H0
B703129,H0
B704120,H0
B704121,H0
B704122,H0
B704123,H0
B704124,H0
B704125,H0
B704126,H0
B704127,H0
B704128,H0
B704129,H0
B705120,H0
B705121,H0
B705122,H0
B705123,H0
B705124,H0
B705125,H0
B705126,H0
B705127,H0
B705128,H0
B705129,H0
B706120,H0
B706121,H0
B706122,H0
B706123,H0
B706124,H0
B706125,H0
B706126,H0
B706127,H0
B706128,H0
B706129,H0
B707120,H0+H35
B707121,H0+H35
B707122,H0
B707123,H0
B707124,H0
B707125,H0
B707126,H0
B707127,H0
B707128,H0
B707129,H0
B708120,H35
B708121,H0+H35
B708122,H0+H35
B708123,H0
B708124,H0+H35
B708125,H0+H35
B708126,H0
B708127,H0
B708128,H0
B708129,H0
B709120,H35
B709121,H35
B709122,H0+H35
B709123,H0
B709124,H0+H35
B709125,H0+H35
B709126,H0
B709127,H0
B709128,H0
B709129,H0
B7013,H0+H35
B700130,H0
B700131,H0
B700132,H0
B700133,H0
B700134,H0
B700135,H0
B700136,H0
B700137,H0
B700138,H0
B700139,H0
B701130,H0
B701131,H0
B701132,H0
B701133,H0
B701134,H0
B701135,H0
B701136,H0
B701137,H0
B701138,H0
B701139,H0
B702130,H0
B702131,H0
B702132,H0
B702133,H0
B702134,H0
B702135,H0
B702136,H0
B702137,H0
B702138,H0
B702139,H0
B703130,H0
B703131,H0
B703132,H0
B703133,H0
B703134,H0
B703135,H0
B703136,H0
B703137,H0
B703138,H0
B703139,H0+H35
B704130,H0
B704131,H0
B704132,H0
B704133,H0
B704134,H0
B704135,H0
B704136,H0
B704137,H0
B704138,H0+H35
B704139,H0+H35
B705130,H0
B705131,H0
B705132,H0
B705133,H0
B705134,H0
B705135,H0
B705136,H0
B705137,H0+H35
B705138,H0+H35
B705139,H35
B706130,H0
B706131,H0
B706132,H0
B706133,H0
B706134,H0
B706135,H0
B706136,H0
B706137,H0+H35
B706138,H35
B706139,H35
B707130,H0
B707131,H0
B707132,H0
B707133,H0
B707134,H0
B707135,H0
B707136,H0+H35
B707137,H0+H35
B707138,H35
B707139,H35
B708130,H0
B708131,H0
B708132,H0
B708133,H0
B708134,H0
B708135,H0
B708136,H0+H35
B708137,H35
B708138,H35
B708139,H35
B709130,H0
B709131,H0
B709132,H0
B709133,H0
B709134,H0
B709135,H0
B709136,H0+H35
B709137,H35
B709138,H35
B709139,H35
B7112,H0+H35
B710120,H35
B710121,H35
B710122,H0+H35
B710123,H0+H35
B710124,H0+H35
B710125,H0+H35
B710126,H0+H35
B710127,H0
B710128,H0
B710129,H0
B711120,H35
B711121,H35
B711122,H35
B711123,H35
B711124,H0+H35
B711125,H35
B711126,H0+H35
B711127,H0+H35
B711128,H0
B711129,H0
B712120,H35
B712121,H35
B712122,H35
B712123,H35
B712124,H35
B712125,H0+H35
B712126,H0+H35
B712127,H0
B712128,H0
B712129,H0
B713120,H35
B713121,H35
B713122,H35
B713123,H35
B713124,H35
B713125,H0+H35
B713126,H0
B713127,H0
B713128,H0
B713129,H0
B714120,H35
B714121,H35
B714122,H35
B714123,H35
B714124,H35
B714125,H0+H35
B714126,H0+H35
B714127,H0
B714128,H0
B714129,H0
B715120,H35
B715121,H35
B715122,H35
B715123,H35
B715124,H35
B715125,H35
B715126,H0+H35
B715127,H0+H35
B715128,H0
B715129,H0
B716120,H35
B716121,H35
B716122,H35
B716123,H35
B716124,H35
B716125,H35
B716126,H35
B716127,H0+H35
B716128,H0+H35
B716129,H0
B717120,H35
B717121,H35
B717122,H35
B717123,H35
B717124,H35
B717125,H35
B717126,H35
B717127,H35
B717128,H0+H35
B717129,H0
B718120,H35
B718121,H35
B718122,H35
B718123,H35
B718124,H35
B718125,H35
B718126,H35
B718127,H35
B718128,H0+H35
B718129,H0
B719120,H35
B719121,H35
B719122,H35
B719123,H35
B719124,H35
B719125,H35
B719126,H35
B719127,H0+H35
B719128,H0+H35
B719129,H0
B7113,H0+H35
B710130,H0
B710131,H0
B710132,H0
B710133,H0
B710134,H0
B710135,H0
B710136,H0+H35
B710137,H0+H35
B710138,H35
B710139,H35
B711130,H0
B711131,H0
B711132,H0
B711133,H0
B711134,H0
B711135,H0
B711136,H0+H35
B711137,H0+H35
B711138,H35
B711139,H35
B712130,H0
B712131,H0
B712132,H0
B712133,H0
B712134,H0
B712135,H0
B712136,H0
B712137,H0+H35
B712138,H35
B712139,H35
B713130,H0
B713131,H0
B713132,H0
B713133,H0
B713134,H0
B713135,H0
B713136,H0+H35
B713137,H0+H35
B713138,H35
B713139,H35
B714130,H0
B714131,H0
B714132,H0
B714133,H0
B714134,H0
B714135,H0
B714136,H0+H35
B714137,H0+H35
B714138,H0+H35
B714139,H0+H35
B715130,H0
B715131,H0
B715132,H0
B715133,H0
B715134,H0
B715135,H0
B715136,H0
B715137,H0
B715138,H0+H35
B715139,H0
B716130,H0+H35
B716131,H0+H35
B716132,H0
B716133,H0
B716134,H0
B716135,H0
B716136,H0
B716137,H0
B716138,H0
B716139,H0
B717130,H0+H35
B717131,H0+H35
B717132,H0
B717133,H0
B717134,H0
B717135,H0
B717136,H0
B717137,H0
B717138,H0
B717139,H0
B718130,H0
B718131,H0
B718132,H0
B718133,H0
B718134,H0
B718135,H0
B718136,H0
B718137,H0
B718138,H0
B718139,H0
B719130,H0
B719131,H0
B719132,H0
B719133,H0
B719134,H0
B719135,H0
B719136,H0
B719137,H0
B719138,H0
B719139,H0+H35
B71C,H0+H35
B7014,H0+H35
B700140,H0
B700141,H0
B700142,H0
B700143,H0
B700144,H0
B700145,H0
B700146,H0
B700147,H0
B700148,H0
B700149,H0
B701140,H0
B701141,H0+H35
B701142,H0+H35
B701143,H0+H35
B701144,H0
B701145,H0
B701146,H0
B701147,H0
B701148,H0
B701149,H0
B702140,H0+H35
B702141,H0+H35
B702142,H35
B702143,H0+H35
B702144,H0+H35
B702145,H0+H35
B702146,H0+H35
B702147,H0
B702148,H0
B702149,H0
B703140,H0+H35
B703141,H35
B703142,H35
B703143,H35
B703144,H35
B703145,H35
B703146,H0+H35
B703147,H0+H35
B703148,H0+H35
B703149,H0+H35
B704140,H35
B704141,H35
B704142,H35
B704143,H35
B704144,H35
B704145,H35
B704146,H35
B704147,H35
B704148,H35
B704149,H35
B705140,H35
B705141,H35
B705142,H35
B705143,H35
B705144,H35
B705145,H35
B705146,H35
B705147,H35
B705148,H35
B705149,H35
B706140,H35
B706141,H35
B706142,H35
B706143,H35
B706144,H35
B706145,H35
B706146,H35
B706147,H35
B706148,H35
B706149,H0+H35
B707140,H35
B707141,H35
B707142,H35
B707143,H35
B707144,H35
B707145,H35
B707146,H35
B707147,H35
B707148,H0+H35
B707149,H0+H35
B708140,H35
B708141,H35
B708142,H35
B708143,H35
B708144,H35
B708145,H35
B708146,H35
B708147,H35
B708148,H0+H35
B708149,H0+H35
B709140,H35
B709141,H35
B709142,H35
B709143,H35
B709144,H35
B709145,H35
B709146,H0+H35
B709147,H0+H35
B709148,H0+H35
B709149,H0+H35
B7015,H0+H35
B700150,H0
B700151,H0
B700152,H0+H35
B700153,H0+H35
B700154,H0
B700155,H0
B700156,H0
B700157,H0+H35
B700158,H0+H35
B700159,H0+H35
B701150,H0
B701151,H0+H35
B701152,H0+H35
B701153,H0+H35
B701154,H0
B701155,H0
B701156,H0+H35
B701157,H0+H35
B701158,H35
B701159,H35
B702150,H0
B702151,H0+H35
B702152,H0+H35
B702153,H0+H35
B702154,H0
B702155,H0
B702156,H0+H35
B702157,H35
B702158,H0+H35
B702159,H0+H35
B703150,H0+H35
B703151,H0+H35
B703152,H0
B703153,H0
B703154,H0
B703155,H0+H35
B703156,H0+H35
B703157,H35
B703158,H0+H35
B703159,H0+H35
B704150,H0+H35
B704151,H0+H35
B704152,H0+H35
B704153,H0+H35
B704154,H0+H35
B704155,H0+H35
B704156,H0+H35
B704157,H35
B704158,H35
B704159,H35
B705150,H0+H35
B705151,H0+H35
B705152,H0+H35
B705153,H35
B705154,H35
B705155,H35
B705156,H35
B705157,H35
B705158,H35
B705159,H35
B706150,H0+H35
B706151,H0+H35
B706152,H0+H35
B706153,H35
B706154,H35
B706155,H35
B706156,H35
B706157,H35
B706158,H35
B706159,H35
B707150,H0+H35
B707151,H0+H35
B707152,H0+H35
B707153,H35
B707154,H35
B707155,H35
B707156,H35
B707157,H35
B707158,H35
B707159,H0+H35
B708150,H0+H35
B708151,H0+H35
B708152,H0+H35
B708153,H35
B708154,H35
B708155,H35
B708156,H35
B708157,H35
B708158,H0+H35
B708159,H0+H35
B709150,H35
B709151,H0+H35
B709152,H0+H35
B709153,H0+H35
B709154,H35
B709155,H35
B709156,H35
B709157,H0+H35
B709158,H0+H35
B709159,H0
B7114,H0+H35
B710140,H35
B710141,H35
B710142,H35
B710143,H35
B710144,H35
B710145,H0+H35
B710146,H0+H35
B710147,H0
B710148,H0
B710149,H0+H35
B711140,H35
B711141,H35
B711142,H35
B711143,H35
B711144,H35
B711145,H0+H35
B711146,H0+H35
B711147,H0
B711148,H0
B711149,H0
B712140,H35
B712141,H35
B712142,H35
B712143,H35
B712144,H0+H35
B712145,H0+H35
B712146,H0
B712147,H0
B712148,H0
B712149,H0
B713140,H35
B713141,H0+H35
B713142,H0+H35
B713143,H0+H35
B713144,H0+H35
B713145,H0
B713146,H0
B713147,H0
B713148,H0
B713149,H0
B714140,H0+H35
B714141,H0+H35
B714142,H0
B714143,H0
B714144,H0
B714145,H0
B714146,H0
B714147,H0
B714148,H0
B714149,H0
B715140,H0
B715141,H0
B715142,H0
B715143,H0
B715144,H0
B715145,H0
B715146,H0
B715147,H0
B715148,H0
B715149,H0
B716140,H0
B716141,H0
B716142,H0
B716143,H0
B716144,H0
B716145,H0
B716146,H0
B716147,H0
B716148,H0+H35
B716149,H0+H35
B717140,H0
B717141,H0
B717142,H0
B717143,H0
B717144,H0+H35
B717145,H0+H35
B717146,H0+H35
B717147,H0+H35
B717148,H0+H35
B717149,H0+H35
B718140,H0
B718141,H0
B718142,H0
B718143,H0
B718144,H0+H35
B718145,H0+H35
B718146,H0+H35
B718147,H0+H35
B718148,H35
B718149,H0+H35
B719140,H0
B719141,H0
B719142,H0+H35
B719143,H0+H35
B719144,H0
B719145,H0
B719146,H0+H35
B719147,H0+H35
B719148,H35
B719149,H35
B7115,H0+H35
B710150,H0+H35
B710151,H0+H35
B710152,H0
B710153,H0+H35
B710154,H0+H35
B710155,H0+H35
B710156,H0+H35
B710157,H0+H35
B710158,H0
B710159,H0
B711150,H0
B711151,H0
B711152,H0
B711153,H0
B711154,H0
B711155,H0+H35
B711156,H0
B711157,H0
B711158,H0
B711159,H0+H35
B712150,H0
B712151,H0
B712152,H0
B712153,H0
B712154,H0
B712155,H0
B712156,H0
B712157,H0+H35
B712158,H0+H35
B712159,H0+H35
B713150,H0
B713151,H0
B713152,H0
B713153,H0
B713154,H0
B713155,H0
B713156,H0+H35
B713157,H0+H35
B713158,H35
B713159,H35
B714150,H0
B714151,H0
B714152,H0
B714153,H0
B714154,H0
B714155,H0
B714156,H0+H35
B714157,H35
B714158,H35
B714159,H35
B715150,H0
B715151,H0
B715152,H0
B715153,H0+H35
B715154,H0
B715155,H0+H35
B715156,H0+H35
B715157,H35
B715158,H35
B715159,H35
B716150,H0+H35
B716151,H0+H35
B716152,H0+H35
B716153,H0+H35
B716154,H0+H35
B716155,H0+H35
B716156,H0+H35
B716157,H35
B716158,H0+H35
B716159,H0+H35
B717150,H0+H35
B717151,H0+H35
B717152,H0+H35
B717153,H35
B717154,H35
B717155,H0+H35
B717156,H0+H35
B717157,H35
B717158,H0+H35
B717159,H0+H35
B718150,H0+H35
B718151,H35
B718152,H35
B718153,H35
B718154,H35
B718155,H0+H35
B718156,H0+H35
B718157,H0+H35
B718158,H0+H35
B718159,H0+H35
B719150,H35
B719151,H35
B719152,H35
B719153,H35
B719154,H35
B719155,H35
B719156,H35
B719157,H0+H35
B719158,H0+H35
B719159,H0+H35
B71D,H0+H35
B7016,H0+H35
B700160,H35
B700161,H35
B700162,H0+H35
B700163,H0
B700164,H0+H35
B700165,H0
B700166,H0
B700167,H0
B700168,H0
B700169,H0
B701160,H0+H35
B701161,H0+H35
B701162,H0+H35
B701163,H0
B701164,H0
B701165,H0
B701166,H0
B701167,H0
B701168,H0
B701169,H0
B702160,H0+H35
B702161,H0
B702162,H0
B702163,H0
B702164,H0
B702165,H0
B702166,H0
B702167,H0
B702168,H0
B702169,H0
B703160,H0+H35
B703161,H0+H35
B703162,H0+H35
B703163,H0
B703164,H0
B703165,H0
B703166,H0
B703167,H0
B703168,H0
B703169,H0
B704160,H0+H35
B704161,H0+H35
B704162,H0+H35
B704163,H0
B704164,H0
B704165,H0
B704166,H0
B704167,H0
B704168,H0
B704169,H0
B705160,H35
B705161,H0+H35
B705162,H0+H35
B705163,H0
B705164,H0
B705165,H0
B705166,H0
B705167,H0
B705168,H0
B705169,H0+H35
B706160,H0+H35
B706161,H0+H35
B706162,H0+H35
B706163,H0
B706164,H0
B706165,H0
B706166,H0
B706167,H0
B706168,H0+H35
B706169,H0+H35
B707160,H0+H35
B707161,H0+H35
B707162,H0
B707163,H0
B707164,H0
B707165,H0+H35
B707166,H0+H35
B707167,H0
B707168,H0+H35
B707169,H35
B708160,H0
B708161,H0
B708162,H0
B708163,H0
B708164,H0
B708165,H0+H35
B708166,H0+H35
B708167,H0
B708168,H0+H35
B708169,H35
B709160,H0
B709161,H0
B709162,H0
B709163,H0+H35
B709164,H0+H35
B709165,H0+H35
B709166,H0+H35
B709167,H0
B709168,H0+H35
B709169,H0+H35
B7017,H0+H35
B700170,H0
B700171,H0
B700172,H0
B700173,H0
B700174,H0
B700175,H0
B700176,H0
B700177,H0
B700178,H0
B700179,H0
B701170,H0
B701171,H0
B701172,H0
B701173,H0
B701174,H0
B701175,H0
B701176,H0
B701177,H0
B701178,H0
B701179,H0
B702170,H0
B702171,H0
B702172,H0
B702173,H0
B702174,H0
B702175,H0
B702176,H0
B702177,H0
B702178,H0
B702179,H0
B703170,H0
B703171,H0
B703172,H0
B703173,H0
B703174,H0
B703175,H0
B703176,H0
B703177,H0
B703178,H0
B703179,H0
B704170,H0
B704171,H0
B704172,H0
B704173,H0
B704174,H0
B704175,H0
B704176,H0
B704177,H0
B704178,H0
B704179,H0
B705170,H0+H35
B705171,H0+H35
B705172,H0
B705173,H0
B705174,H0
B705175,H0
B705176,H0
B705177,H0
B705178,H0
B705179,H0
B706170,H35
B706171,H0+H35
B706172,H0
B706173,H0
B706174,H0
B706175,H0
B706176,H0
B706177,H0
B706178,H0
B706179,H0
B707170,H0+H35
B707171,H0+H35
B707172,H0
B707173,H0
B707174,H0
B707175,H0
B707176,H0
B707177,H0
B707178,H0
B707179,H0
B708170,H0+H35
B708171,H0
B708172,H0
B708173,H0
B708174,H0
B708175,H0
B708176,H0
B708177,H0
B708178,H0
B708179,H0
B709170,H0+H35
B709171,H0
B709172,H0
B709173,H0
B709174,H0+H35
B709175,H0+H35
B709176,H0
B709177,H0
B709178,H0
B709179,H0+H35
B7116,H0+H35
B710160,H0+H35
B710161,H0+H35
B710162,H0
B710163,H0+H35
B710164,H35
B710165,H35
B710166,H0+H35
B710167,H0
B710168,H0+H35
B710169,H0+H35
B711160,H0+H35
B711161,H0+H35
B711162,H0
B711163,H0+H35
B711164,H0+H35
B711165,H35
B711166,H0+H35
B711167,H0+H35
B711168,H0+H35
B711169,H0+H35
B712160,H0+H35
B712161,H0+H35
B712162,H0
B712163,H0
B712164,H0+H35
B712165,H0+H35
B712166,H0+H35
B712167,H0+H35
B712168,H35
B712169,H35
B713160,H0+H35
B713161,H0+H35
B713162,H0
B713163,H0+H35
B713164,H0+H35
B713165,H0+H35
B713166,H0+H35
B713167,H0+H35
B713168,H35
B713169,H35
B714160,H0+H35
B714161,H0
B714162,H0
B714163,H0+H35
B714164,H0+H35
B714165,H0+H35
B714166,H35
B714167,H35
B714168,H35
B714169,H35
B715160,H0+H35
B715161,H0+H35
B715162,H0+H35
B715163,H0+H35
B715164,H35
B715165,H35
B715166,H35
B715167,H35
B715168,H35
B715169,H35
B716160,H0+H35
B716161,H0
B716162,H0+H35
B716163,H35
B716164,H35
B716165,H35
B716166,H35
B716167,H35
B716168,H35
B716169,H35
B717160,H0+H35
B717161,H0+H35
B717162,H0+H35
B717163,H35
B717164,H35
B717165,H35
B717166,H35
B717167,H35
B717168,H35
B717169,H35
B718160,H0+H35
B718161,H35
B718162,H35
B718163,H35
B718164,H35
B718165,H35
B718166,H35
B718167,H35
B718168,H35
B718169,H35
B719160,H35
B719161,H35
B719162,H35
B719163,H35
B719164,H35
B719165,H35
B719166,H35
B719167,H35
B719168,H35
B719169,H35
B7117,H0+H35
B710170,H0+H35
B710171,H0
B710172,H0
B710173,H0
B710174,H0+H35
B710175,H0+H35
B710176,H0+H35
B710177,H0+H35
B710178,H0+H35
B710179,H0+H35
B711170,H0+H35
B711171,H0
B711172,H0
B711173,H0+H35
B711174,H0+H35
B711175,H0+H35
B711176,H0+H35
B711177,H0+H35
B711178,H0+H35
B711179,H35
B712170,H0+H35
B712171,H0+H35
B712172,H0+H35
B712173,H0+H35
B712174,H0+H35
B712175,H0+H35
B712176,H0
B712177,H0+H35
B712178,H0+H35
B712179,H35
B713170,H0+H35
B713171,H0+H35
B713172,H35
B713173,H35
B713174,H35
B713175,H0+H35
B713176,H0+H35
B713177,H0+H35
B713178,H0+H35
B713179,H35
B714170,H35
B714171,H35
B714172,H35
B714173,H35
B714174,H35
B714175,H35
B714176,H35
B714177,H0+H35
B714178,H0+H35
B714179,H0+H35
B715170,H35
B715171,H35
B715172,H35
B715173,H35
B715174,H35
B715175,H35
B715176,H35
B715177,H35
B715178,H35
B715179,H0+H35
B716170,H35
B716171,H35
B716172,H35
B716173,H35
B716174,H35
B716175,H35
B716176,H35
B716177,H0+H35
B716178,H0+H35
B716179,H0+H35
B717170,H35
B717171,H35
B717172,H35
B717173,H35
B717174,H35
B717175,H35
B717176,H35
B717177,H0+H35
B717178,H0
B717179,H0
B718170,H35
B718171,H35
B718172,H35
B718173,H35
B718174,H35
B718175,H35
B718176,H35
B718177,H0+H35
B718178,H0
B718179,H0
B719170,H35
B719171,H35
B719172,H35
B719173,H35
B719174,H35
B719175,H35
B719176,H35
B719177,H0+H35
B719178,H0
B719179,H0
B71E,H0+H35
B7018,H0+H35
B700180,H0
B700181,H0
B700182,H0
B700183,H0
B700184,H0
B700185,H0
B700186,H0
B700187,H0
B700188,H0
B700189,H0
B701180,H0
B701181,H0
B701182,H0
B701183,H0
B701184,H0
B701185,H0
B701186,H0
B701187,H0
B701188,H0
B701189,H0
B702180,H0
B702181,H0
B702182,H0
B702183,H0
B702184,H0
B702185,H0
B702186,H0
B702187,H0
B702188,H0
B702189,H0
B703180,H0
B703181,H0
B703182,H0
B703183,H0
B703184,H0
B703185,H0
B703186,H0
B703187,H0
B703188,H0
B703189,H0
B704180,H0
B704181,H0
B704182,H0
B704183,H0
B704184,H0
B704185,H0
B704186,H0
B704187,H0
B704188,H0
B704189,H0
B705180,H0
B705181,H0
B705182,H0
B705183,H0
B705184,H0
B705185,H0
B705186,H0
B705187,H0
B705188,H0
B705189,H0
B706180,H0
B706181,H0
B706182,H0
B706183,H0
B706184,H0
B706185,H0
B706186,H0
B706187,H0
B706188,H0
B706189,H0
B707180,H0
B707181,H0
B707182,H0
B707183,H0
B707184,H0
B707185,H0
B707186,H0
B707187,H0
B707188,H0
B707189,H0
B708180,H0
B708181,H0
B708182,H0
B708183,H0
B708184,H0
B708185,H0
B708186,H0
B708187,H0
B708188,H0
B708189,H0
B709180,H0+H35
B709181,H0
B709182,H0
B709183,H0
B709184,H0
B709185,H0
B709186,H0
B709187,H0
B709188,H0
B709189,H0
B7019,H0
B7118,H0+H35
B710180,H0+H35
B710181,H0+H35
B710182,H0+H35
B710183,H0
B710184,H0
B710185,H0
B710186,H0
B710187,H0
B710188,H0
B710189,H0
B711180,H35
B711181,H0+H35
B711182,H0+H35
B711183,H0+H35
B711184,H0
B711185,H0
B711186,H0
B711187,H0
B711188,H0
B711189,H0
B712180,H35
B712181,H0+H35
B712182,H0+H35
B712183,H0+H35
B712184,H0+H35
B712185,H0
B712186,H0
B712187,H0
B712188,H0
B712189,H0
B713180,H35
B713181,H0+H35
B713182,H0+H35
B713183,H0+H35
B713184,H0+H35
B713185,H0
B713186,H0
B713187,H0
B713188,H0
B713189,H0
B714180,H0+H35
B714181,H0+H35
B714182,H0+H35
B714183,H0+H35
B714184,H0+H35
B714185,H0
B714186,H0
B714187,H0
B714188,H0
B714189,H0
B715180,H0+H35
B715181,H0+H35
B715182,H0+H35
B715183,H0+H35
B715184,H0+H35
B715185,H0
B715186,H0
B715187,H0
B715188,H0
B715189,H0
B716180,H0
B716181,H0+H35
B716182,H0
B716183,H0
B716184,H0
B716185,H0
B716186,H0
B716187,H0
B716188,H0
B716189,H0
B717180,H0
B717181,H0
B717182,H0
B717183,H0
B717184,H0
B717185,H0
B717186,H0
B717187,H0
B717188,H0
B717189,H0
B718180,H0
B718181,H0
B718182,H0
B718183,H0
B718184,H0
B718185,H0
B718186,H0
B718187,H0
B718188,H0
B718189,H0
B719180,H0
B719181,H0
B719182,H0
B719183,H0
B719184,H0
B719185,H0
B719186,H0
B719187,H0
B719188,H0
B719189,H0
B7119,H0
B71F,H0+H35
B7210,H0+H35
B720100,H0+H35
B720101,H0
B720102,H0+H35
B720103,H0+H35
B720104,H35
B720105,H35
B720106,H35
B720107,H35
B720108,H35
B720109,H0+H35
B721100,H0+H35
B721101,H0+H35
B721102,H0+H35
B721103,H0+H35
B721104,H35
B721105,H35
B721106,H35
B721107,H35
B721108,H35
B721109,H0+H35
B722100,H0
B722101,H0
B722102,H0
B722103,H0+H35
B722104,H0+H35
B722105,H35
B722106,H35
B722107,H35
B722108,H35
B722109,H0+H35
B723100,H0
B723101,H0
B723102,H0
B723103,H0
B723104,H0+H35
B723105,H0+H35
B723106,H35
B723107,H0+H35
B723108,H0+H35
B723109,H0+H35
B724100,H0
B724101,H0
B724102,H0
B724103,H0
B724104,H0
B724105,H0+H35
B724106,H0+H35
B724107,H0+H35
B724108,H0
B724109,H0
B725100,H0
B725101,H0
B725102,H0
B725103,H0
B725104,H0
B725105,H0
B725106,H0
B725107,H0
B725108,H0
B725109,H0+H35
B726100,H0
B726101,H0
B726102,H0
B726103,H0
B726104,H0
B726105,H0
B726106,H0
B726107,H0
B726108,H0
B726109,H0+H35
B727100,H0
B727101,H0
B727102,H0
B727103,H0
B727104,H0
B727105,H0
B727106,H0
B727107,H0
B727108,H0
B727109,H0+H35
B728100,H0
B728101,H0
B728102,H0
B728103,H0
B728104,H0
B728105,H0
B728106,H0
B728107,H0
B728108,H0
B728109,H0+H35
B729100,H0
B729101,H0
B729102,H0
